event_name,category,category_id,description,
PMP Certification Cost in Bangalore | PMP Training Course in Bangalore-Vinsys,Management,17,"Enroll Now for PMP® Certification Training Course in Bangalore and helps  to Pass the PMP exam in your 1st attempt. Vinsys provides 4 days PMP® certification training in Bangalore as part of our Portfolio of Project management courses. PMP® certification training is delivered by extremely experienced and certified trainers who are one of the best trainers in the industry..Vinsys is among the premier institutes providing world class PMP® certification training in Bangalore, after pursuing our PMP® course in Bangalore. Enroll for PMP classes. online Registrations are opened and our PMP Certification cost is 14900 /-..PMP® is considered as the most reputed and coveted Project Management Certification across the globe, particularly in various cities in India, Middle East, Australia, East Africa, Far East, APAC, and around the world. Project Management Institute (PMI), certifying body of PMP, published the Project Management Best Practice Guide titled 'Project management Book of Knowledge (PMBOK)', which is the base for PMP® certification exam..PMP® certification training is introduced by way of highly experienced and authorized trainers. There also are PMP training courses sessions given by the Bangalore PMI chapter which can be supposedly excellent for PMP® examination prep course is designed to help. The project management professional is an important industry for project managers. PMP® certified professional & earn up to 40% more salary..PMBOK®, Project Management Institute® PMI®, Certified Associate in Project Management (CAPM)®, Project Management Professional (PMP)®, Program Management Professional (PgMP)®, Portfolio Management Professional (PfMP)®, PMI Agile Certified Practitioner (PMI-ACP)®, PMI Professional in Business Analysis (PMI-PBA)®, PMI Risk Management Professional (PMI-RMP)®, PMI Scheduling Professional (PMI-SP)® are the Registered Marks of the Project Management Institute, Inc...Benefits.1.	A PMP certification can help reach to global organizations working in different parts of the world. It enhances your professional marketability to a great extent and legitimize your experience as a project manager..2.	PMP certified project managers earn more than the non-certified ones...3.	The demand for PMP trained professionals is very high in the market worldwide..Reach Us:.•	BTM Layout 1st Stage, 20th Main Road, 100 Ft. Ring Road, Near Friends Restaurant, BTM Layout, Bangalore – 560078. KARNATAKA, INDIA..•	Email:.•	Contact Number: +91-8041550745.Website:..",
Design Thinking Bootcamp - A Hands On Workshop,Management,17,"Do you want to be INNOVATIVE  but lack the tools?.Design Thinking is THE Tool !..Design thinking is a powerful framework for understanding and solving complex problems. Apple, Pepsi, Nike, AirBnb, SAP & Intuit attribute their success to Design Thinking. Once learned, design thinking is flexible and can be applied to a wide range of opportunities within your organization and otherwise. This is a completely hands on workshop specially designed to walk the participants through the entire process using tools and fun exercises...This workshop will be presented by Design Thinking Enthusiasts from top organizations like Citrix, Google, Deloitte, LinkedIn, & Cypress Semiconductors. They come from a good mix of backgrounds including Technology, Product Management, Analytics, Sales & Marketing...You can expect to:..LEARN how design thinking led to unique & innovative solutions in a variety of settings..UNDERSTAND what happens during each phase of design thinking process..PRACTICE with various methods from each phase using a sample challenge..CONNECT with other innovative thinkers  Lots of Ideas & Inspiration!..BUILD Awesome Products & carve tomorrow's startups!",
Behaviour as a Communication Tool,Management,17,This is a very useful workshop for teachers who want to understand student behavior for better classroom management...About Organizer:.Our mission is to empower teachers by giving them the expertise and support necessary to educate every student in their classes...,
Strategies for Winning in International Markets,Management,17,"..About Organizer:.IIMA has been offering Executive Education (MDP) programmes right from its inception in 1961.Over the years, it has offered 1800 plus programmes...",
Warehouse Design and Management,Management,17,"..About Organizer:.IIMA has been offering Executive Education (MDP) programmes right from its inception in 1961.Over the years, it has offered 1800 plus programmes...",
Warehouse Design and Management,Management,17,..About Organizer:.The Official Facebook Page of IIM Ahmedabad,
Six Sigma Black Belt Training and certification,Management,17,..About Organizer:.Anexas group is engaged in promoting Lean and Six Sigma across industries in more than 6 countries. For more information connect to./../,
"Authority, Organisation, Strategies and Politics of Relatedness",Management,17,"#IIMA offers this group relations conference on “Authority, Organisation, Strategies and Politics of Relatedness” (AOSPOR) as a temporary institution for learning co-created with participants to develop skills for understanding covert dynamics in groups and teamwork. This is an opportunity for accelerated, immersive and experiential learning to harvest insights into management and to develop leadership skills for change that cannot be taught through lectures, case-studies or simulations. Click and read the link below for more details:...",
"TRAIN THE TRAINER - BE A LIFE COACH , MIND COACH , MOTIVATIONAL SPEAKER , AUTHOR",Management,17,""" TRAIN THE TRAINER ""..( HIGHLY AWAITED PROGRAM OF Mr. CHIRAG UPADHYAY )..WITHOUT YOUTUBE VIDEOS.WITHOUT BLOG SITE.WITHOUT LINKEDIN CONNECTION.WITHOUT ANY "" SHOW BAJI "".I CREATED MY PROFESSIONAL BRAND...I CREATED MY "" BRAND AS A MONEY COACH AND BUSINESS COACH "".TODAY 5 Cr - 5000 Cr BRAND OWNERS ARE FOLLOWING ME BECAUSE OF MY REFERRAL BRAND...8+ YEARS EXPERIENCE.22,000 + FAN FOLLOWERS FROM 20 STATES & 47+ COUNTRY..LEARN THE SECRETS OF TRAINING , COACHING AND BRANDING WITH ME AT MY "" TRAIN THE TRAINER PROGRAM "" @ AHMEDABAD..DATE : 6 SEP to 9 SEP.4 DAYS RESIDENTIAL TRAINING PROGRAM...IT'S 100 % PRACTICAL & UNIQUE PROGRAM.YOU WILL LEARN.....1. THE TRAINER PSYCHOLOGY.2. THE SUBJECT SELECTION & MODULES.3. PUBLIC SPEAKING & PEAK PERFORMANCE SKILL.4. HIGH TICKET & LOW TICKET STRATEGY.5. MARKETING & BRANDING SECRETS ( HUGE PERSONAL EXPERIENCE ).6. NICHE MARKET STRATEGY.7. THE AUTHOR STRATEGY.& MANY MORE..CALL : 97231 88884 , 97241 88884",
Design Fundamentals of Operations Management,Management,17,"..About Organizer:.IIMA has been offering Executive Education (MDP) programmes right from its inception in 1961.Over the years, it has offered 1800 plus programmes...",
Design Fundamentals of Operations Management,Management,17,..About Organizer:.The Official Facebook Page of IIM Ahmedabad,
IELTS Exclusive Reading Workshop,Management,17,5-Weeks Action Plan to reach 7 Bands in IELTS.Did you miss my last exclusive IELTS workshop? But don’t miss it this time. I will be revealing the exact 5 weeks plan you can use to jump from scoring always below 5.5 or less to scoring 7+ Bands in just one month..Do you want to know what plan is it?.Register for exclusive workshop..My proven 5 weeks actionable plan to take you from 5 bands to 7 plus.The No #1 mindset trap that keeps you stuck and how to get out of that shriking head space so you can thrive over..Tons of easy to learn and hard to forget breakthroughs for avoiding grammar errors..a set exercise-till-you-master worksheets to deepen your understanding of every lecture..How to overcome the biggest fear of time management.v,
Teeth Express - Management Of Fully Edentulous Patients,Management,17,"Sanjivani Dental Academy announces Once Again The Most Famous workshop on ""Management of Fully Edentulous Patients & Teeth Express Immediate Loading Protocols"" in Scientific Collaboration with Impart Education at Ahmedabad on 18-19 August 2018 For Registration Contact: +919898020547, +919819930452, +912812465354",
Emotional Intelligence (EQ) development in Youth,Management,17,"The Equipoise Learning offers a 2-day workshop for Youth ‘EQ DEVELOPMENT IN YOUTH’..Date:  12/08/2018 & 19/08/2018.Time: 10:00am to 4:00pm.Age group : 17 - 27 years..Through this workshop we will help you to understand how the brain of the youth functions, help how rewiring the brain can check the impulses and risk-taking behaviours..It is our endeavour to create awareness and help you to manage your emotions and navigate them successfully to have improved relation with self and others...Course contents-..Self-awareness – (your strength & weakness).Emotional self-awareness.Communication skills.Listening and Empathy.Self-regulation.Time and Stress management.Motivation and Leadership.Methodology: Hands-on activities & experiential learning.",
Auto Mall at Mantri Square Bangalore,Hobbies,32,"Touch Feel Try & Buy the latest #car and #bike models at Auto Mall, Mantri Square Mall, Bangalore! 20-22 July! #automall2018..About Organizer:.Automall India is a biggest manifestation for auto lovers,  adding thrill to your lives by showcasing the most exclusive launches of the year.......",
A Seminar by Ojas Rajani (Bollywood celebrity Makeup Artist),Hobbies,32,"Sniper Media is organising an exclusive seminar by Ojas Rajani, he is an individual who makes your favourite Bollywood actress look so gorgeous on screen, he has styled some of the biggest Bollywood divas.It will be a platform for all the professional makeup artist to learn about Corrective makeup..Hurry up and Book Now!!!.#WakeupurMakeup #Ojasrajani #SniperMedia",
Reflections 3.0 - A photography exhibition by WNCers,Hobbies,32,"Request you all to visit the photography exhibition and encourage the participants…..ЯEFLECTIONS 3.0 - The Photography Exhibition...The exhibition will display 150+ photos of 70 creative photographers from all over India who are part of Walk ‘n’ Click fraternity. Along with the display of photos, there are daily activities related to photography starting from Day 1 – Inauguration of the exhibition like Workshops, Photo reviews & feedbacks, mentoring, distribution of certificates on Sunday, etc.....Vismaya Gallery, Rangoli Metro Art Center, MG Road (20th -22nd July, 10:30 AM to 6:55 PM)...Calendar of Events :.20th July - 12:15 PM (Friday) - Inauguration.21st July (Saturday) - Basic Workshop (2 PM - 4 PM).22nd July (Sunday) - Certificates Distribution (4 PM)..Please feel free to share the invite with your family and friends…",
Sumptuous Salads,Hobbies,32,A workshop that teaches Delicious salads with a variety of dressings that are super versatile...We will learn :..-Som Tam Salad. ( Thai papaya salad).-Waldorf salad.-Steamed / grilled  vegetables ( in 2 styles ).-Water melon and feta cheese salad.-Vegetable crudites  with dip.- Summer salad with vinaigrette dressing.- Zoodles salad with pesto and salsa topped with roasted peanuts and basil.- Asian black rice salad with peanut satay.- Cous Cous salad  with honey orange vinaigrette....Date : 19th July 2018.Time :  2:00 pm to 5:30 pm.Fees : Rs 2000/-.Venue : The Bubble Room ( Jayanagar)..Recipe booklets will be provided and all the salads made in the class can be tasted ...Please call 9845728232 to register. We do not encourage walk-ins. So block your seat by registering with us ASAP.,
Fabric Painting Workshop,Hobbies,32,"Learn Fabric painting on cotton fabric , a popular craft that offers artists a satisfying technique for colouring fabric. The smooth weave provides a good surface which diffuses the colour evenly and colours flood the fabric the moment they are applied...List of materials inclusive -.1. 1 Cotton sample piece.2. 1 Cotton Fabric Piece.3. Brushes.4. Painting Colours.5. Palette.6. References..Fees: 1800/- inclusive of all material..If any queries call us on 7506122332 or email us at..Date and Time: 19th July 2018, 12.00 pm to 4.00 pm..Duration of the event: 4 hours.Venue: The Arts Village.No. 57, 58, 60, St. Marks Road, Bengaluru - 560001.",
Screen Printing - Two-day module in Bangalore,Hobbies,32,"SCREEN PRINTING WORKSHOP in Bangalore..Bloom & Grow presents an exhaustive course on screen printing in collaboration with Lets Ink. Master the art of Screen printing as you Learn the complete process of screen printing. You would be able to print your own t-shirts, saris, bed linens, gift wraps, coasters, gift bags, envelopes, visiting cards & much more by the end of the workshop...Course content:.Meshing the screen.Making the stencil.Photo emulsion process.DIY exposing box.Multi-screen printing.Multi-colour printing.Seamless printing.Printing on fabric.Printing on paper..A 2-day course at Bloom & Grow, Koramangala.Date: Thursday & Friday, 24th & 25th May 2018.Time: 11am - 4pm.Cost: Rs 6,500/- (Inclusive of all material & a kit worth Rs 2000 and lifelong access to 500+ designs for you to get started)...Bring along T-shirts or stoles to try your print on...Register with 9845520213",
"Dahod Audition Season 2 - SaReGaMa - Gujarat , गाओ दिल से",Hobbies,32,"..About Organizer:.SaReGaMa-Gujarat, गाओ दिल से દ્વારા ઓપન ગુજરાત સિંગીંગ કોમ્પિટિશન નું આયોજન નવા ઉભરાતા કલાકારો ને આગળ લાવવા",
Impasto Knife Painting,Hobbies,32,"Impasto is a technique used in painting, where paint is laid on an area of the surface in very thick layers, usually thick enough that the brush or painting-knife strokes are visible. Paint can also be mixed right on the canvas...This workshop is organized by pH Designs in collaboration with Versatile Maniacs....Date and Time.Date : July 19-20.Time : 3PM - 6PM..Workshop Details :.Impasto knife painting will be a 2 day workshop with day 1 introducing to different knifes used in painting, stroke techniques and color mixing + creating & applying with knife and how to seal the artwork...On day 2 students will work with knife on canvas. All the students paint the famous ""starry nights"" painting by the great artist Vincent Van Gogh! This session will teach them creating different hues, shades and strokes that were taught on day 1 and composing the artwork Vincent Van Gogh style!!..Students will be provided practice sheets of basic shapes to practice the strokes before they finally do on canvas...What students need to bring: A carbon paper, basic stationery, newspapers and apron...Registration fees : INR 2500 per head (including all the materials)..PRIOR REGISTRATION IS MANDATORY...Venue :.pH Designs Studio.2nd floor, Pratharna flats, Nr Vrajbhumi Complex, Induben Khakhravala ni gali, Girish Cold Drinks, C.G. Road, Ahmedabad - 380009..For booking, Call us on +91 8306363530 / 9428110033",
"Macro Photography Workshop - Batch 2, Mumbai, December 2018",Hobbies,32,"Macro world is fascinating – an unseen, unexplored world. We are not naturally equipped enough to cherish every minute details of the natural wonders around us. Macro photography is a tool, which opens up the door to this whole new world of unseen beauties of nature. However, understanding the techniques involved in this fine art and maximizing the usage of the equipment you have is very important in order to deliver a brilliant output. Many a times, in the field, the theoretical learning is not applied while shooting, in an excitement when the subject is in front. This frequently happens with the new comers, but may happen with an experienced photographer as well. This is a 2 day workshop, specially crafted with an intention to teach the special techniques involved in macro photography first involving dummy shoots and then applying the techniques in the field. We have seen, the results are stunning when this practice is followed...The workshop is being spearheaded by the macro man ‘Yuwaraj Gurjar’ and a team of extremely talented wildlife photography experts in our panel – DCP promises to deliver its best ! Wildlife Photographers, who have a keen interest towards this fascinating genre of wildlife photography and wish to escalate their skillset to the next level, have been looking for this for quite some time. This workshop covers everything that a Macro Photography enthusiast needs to know starting from knowing his equipments better to better exposure control in wild environment, use of external lighting and various other macro gadgets and accessories and finally, presenting the images better to the world...SCHEDULED DATES..1st (Saturday) and 2nd December (Sunday) 2018..VENUE..Indoor – Hotel Satkar Residency, Pokhran Rd No 01,.Next to Cadbury, Opp. Singhania High School, Thane (W) - 400 606...Field – Yeoor hills / Maharashtra Nature Park / SGNP..This will be finalized and intimated 1 week in advance....THINGS TO CARRY..Please ensure that you carry the following.Carrying your macro lens is a primary need..Carry fully charged batteries for your camera / flash..Carry battery charger. Carry extra pack of camera batteries.Carry backup memory cards / HDD storage drives, Laptop..Day 1 (Saturday) - 3 pm to 6 pm - indoor.Introduction to Macro photography.Gadgets involved in Macro photography.Understanding light and usage of flash.Advanced macro photography techniques.Dummy shoots under various light conditions.Day 2 (Sunday) - 7 am - 11 am - on Field – Applied techniques..Yuwaraj Gurjar - a nationally acclaimed Wildlife photographer, writer, trainer and a conservation activist carrying with him an extensive field experience of more than 25 years in the Indian forests. He has travelled across the vast Indian geography and has thorough knowledge of most of the Indian forests. He has many publications contributing enormously to Indian Wildlife conservation. He has a very good knowledge of the Western Ghats microfauna and he specializes in butterflies and all other forms of macro photography. He is an award winner of hundreds of national and international acclaim. He is truly a national phenomenon, a Biodiversity expert and Chief Macro Photography advisor associated with DCP group...COST..Rs 3500 per head inclusive of all taxes.Cancellation policy..All cancellations before 30 days of the event date - 100% refund.All cancellations between 20 - 30 days of the event date - 50% refund.All cancellations within 20 days of the event date - No refund possible",
Basic Hands On Cake Workshop,Hobbies,32,"_HANDS-ON CAKE WORKSHOP_.DATE : *18th &19h of July* !!!..FILL UR  DAY WITH YUMMYLICIOUS CAKES..ON.*_By : Ankita Jain Bachhawat_*..Learn  yummylicious _cakes_ with icing techniques and chocolate decorations :.⚜Vanilla sponge cake.⚜Black forest cake.⚜Strawberry white chocolate cake.⚜Double chocolate truffle cake.⚜Red velvet cake.⚜Cheaker board cake.⚜Fresh fruit gateaux.⚜  glaze  cake.⚜ pineapple upside dowm cake._With :_.?Icing techniques INCLUDES DRIPPING OF GANACHE.?Whipped cream (SHARP EDGES).?Butter cream.?Icing sugar.?Choclate decoration.?Choclate collar.?Glaze gel.-------------------------------------------------------.?Recipies printouts to be provided.?Tasting and take away session.?Totally hands on practice.sessions.?Prior registration is mandatory.?Limited seats available.?Book ur seat first.?It's a 2 days workshop.._FIRST COME FIRST SERVE BASIS_._CHARGES : 2000..✨Speacializing in cakes, cookies & desserts.✨Parties order also taken._For more details call / whatsapp_ : *7873714874*",
"Macro Photography Workshop - Batch 2, Mumbai, November 2018",Hobbies,32,"Macro world is fascinating – an unseen, unexplored world. We are not naturally equipped enough to cherish every minute details of the natural wonders around us. Macro photography is a tool, which opens up the door to this whole new world of unseen beauties of nature. However, understanding the techniques involved in this fine art and maximizing the usage of the equipment you have is very important in order to deliver a brilliant output. Many a times, in the field, the theoretical learning is not applied while shooting, in an excitement when the subject is in front. This frequently happens with the new comers, but may happen with an experienced photographer as well. This is a 2 day workshop, specially crafted with an intention to teach the special techniques involved in macro photography first involving dummy shoots and then applying the techniques in the field. We have seen, the results are stunning when this practice is followed...The workshop is being spearheaded by the macro man ‘Yuwaraj Gurjar’ and a team of extremely talented wildlife photography experts in our panel – DCP promises to deliver its best ! Wildlife Photographers, who have a keen interest towards this fascinating genre of wildlife photography and wish to escalate their skillset to the next level, have been looking for this for quite some time. This workshop covers everything that a Macro Photography enthusiast needs to know starting from knowing his equipments better to better exposure control in wild environment, use of external lighting and various other macro gadgets and accessories and finally, presenting the images better to the world...SCHEDULED DATES..24th (Saturday) and 25th November (Sunday) 2018..VENUE..Indoor – Hotel Satkar Residency, Pokhran Rd No 01,.Next to Cadbury, Opp. Singhania High School, Thane (W) - 400 606...Field – Yeoor hills / Maharashtra Nature Park / SGNP..This will be finalized and intimated 1 week in advance....THINGS TO CARRY..Please ensure that you carry the following.Carrying your macro lens is a primary need..Carry fully charged batteries for your camera / flash..Carry battery charger. Carry extra pack of camera batteries.Carry backup memory cards / HDD storage drives, Laptop..Day 1 (Saturday) - 3 pm to 6 pm - indoor.Introduction to Macro photography.Gadgets involved in Macro photography.Understanding light and usage of flash.Advanced macro photography techniques.Dummy shoots under various light conditions.Day 2 (Sunday) - 7 am - 11 am - on Field – Applied techniques..Yuwaraj Gurjar - a nationally acclaimed Wildlife photographer, writer, trainer and a conservation activist carrying with him an extensive field experience of more than 25 years in the Indian forests. He has travelled across the vast Indian geography and has thorough knowledge of most of the Indian forests. He has many publications contributing enormously to Indian Wildlife conservation. He has a very good knowledge of the Western Ghats microfauna and he specializes in butterflies and all other forms of macro photography. He is an award winner of hundreds of national and international acclaim. He is truly a national phenomenon, a Biodiversity expert and Chief Macro Photography advisor associated with DCP group...COST..Rs 3500 per head inclusive of all taxes.Cancellation policy..All cancellations before 30 days of the event date - 100% refund.All cancellations between 20 - 30 days of the event date - 50% refund.All cancellations within 20 days of the event date - No refund possible",
Revolution Sunday Ride - CANAL RIDE,Hobbies,32,"..About Organizer:.Revolution, the Premium Bike Store is a unit of H Parikh Cycles.  Revolution provides premium bicycles, accessories, apparel, bike spa and bike rentals.../",
Advanced Photography workshop with Model,Hobbies,32,"Advanced Photography Workshop with model..This intensive weekend Practical workshop will help photographers to understand their own distinct way of seeing the world. A workshop for serious amateurs and professionals which will be taught by Industry experts who is having vast experience in this field. �This workshop aims you to master beyond the basics of the cameras and transcending the technical preoccupations to concentrate on creating images with depth and longevity.�..This workshop is specifically intended for aspired Portrait/ Fashion photographers, wedding photographers, studio photographers and travel photographers...Features of the Workshop:.• Advanced understanding of camera..•Understanding light and lighting techniques.•Image Retouching and manupulation of images to give an.extra mileage for your work....#bangalorephotography #bangaloreworkshops #fashion #photography#training #bangalore #bengaluru #karnatakaphotographers #workshops#freelancephotographer #Cinematography #BangaloreEventListings#portfolio #bangaloreevents #bangalore_insta #bangalorefashionblogger#bangaloretimes #bangaloreportfolio #portfolioshootr #canon #bangalorefashionpeople# #nikon #portraitpage #portraitvision #instaportrait",
Smartphone Photography for Seniors,Hobbies,32,"""Why such an expensive phone for me? It's a waste of money. I wouldn't know what to do with it?..blah blah'.Not anymore! Join our Smartphone Photography Workshop for seniors and learn how to make smart use of your smartphone to capture all that intrigues you along with tips, advice, and apps to use to create photographic masterpieces using just your smartphone..This workshop is brought to you by TGIS, an exclusive group of photographers, who pursue their collective love for photography..If you are 55+, have a smartphone and love to capture the beauty around you, sign up for this workshop. If you see your parents or older loved ones struggling to use their phones to capture and share their everyday experiences with you, then sign them up and watch them be able to start taking better and wow pictures instantly!..Beginners welcome. No experience necessary. Everyone will learn jaw-dropping tricks!...WHEN: Saturday, July 21.8 AM – 9:30 PM.WHERE: Cubbon Park.WHAT TO BRING: Your fully charged smartphone, notepad +pen and childlike curiosity to learn and be amazed.COST: Rs.500/head.AGE: 55+.CONFIRMED REGISTRATIONS ONLY: To register call 9886283816/ 9980508000..#SmartphonePhotography #Photography #ActiveSeniors #StayConnected #PicturePerfect #SilverTalkies #TGIS #Bangalore",
Austswim Teacher of Swimming & Water Safety,Hobbies,32,"Swimming is one of the most popular activities enjoyed by the young and the old..Teaching swimming can be an incredibly rewarding profession and flexible that provides the opportunity to work within your local community or to work in different countries around the world...Become an internationally recognised AUSTSWIM licensed Teacher of Swimming & Water Safety..Limited slots available, registrations will be on first-come-first-served basis. For more information about the course, presenter and fees, contact.Email:.Mobile: +91-9008716004 (Munazza)..In order to become an AUSTSWIM Licenced Teacher™, you will need to complete the Teacher of Swimming and Water Safety™ accreditation. This is the base accreditation that you must gain preferably before you can attempt any of the extension courses..The AUSTSWIM TSW course in India begins with 16-20 hours of classroom and practical sessions, plus supervised on the job teaching hours (hands on exposure) and assessment to be completed post the completion of classroom and practical sessions. Topics at covered in the 2 days include:.1. Plan, deliver and review a lesson.2. How people learn.3. Being an effective teacher.4. Principles of movement in water.5. Aquatic safety, survival and rescue skills.6. Teaching safer diving skills.7. Water familiarisation, buoyancy and mobility.8. Towards efficient stroke development.9. Legal responsibilities for the AUSTSWIM teacher™..To gain the AUSTSWIM accreditation, the following assessment components must be satisfactorily completed within 12 months of the course commencement date..1. On-line theory assessment (completed after attending a course)..2. Continuous Aquatic Sequence..3. Practical demonstration of teaching skills, including the preparation of lesson plans..4. Demonstrate competence in water safety techniques...Additional Requirements.1. Practical teaching hours including observation, supervised teaching and verification of teaching competency..2. Show evidence of holding a current cardio pulmonary resuscitation (CPR) award..3. Teacher Declaration (completed on-line with theory exam)..4. Submit photo for AUSTSWIM Teacher Licence™...NOTE: Difference between Swim Teachers and Swim Coaches: Swim teachers help people of all ages and abilities to learn swimming and water safety skills and techniques, and to exercise in water. A swim coach trains and develops competitive swimmers..About AUSTSWIM.AUSTSWIM, THE AUSTRALASIAN COUNCIL FOR THE TEACHING OF SWIMMING AND WATER SAFETY, WAS FORMED IN 1979 WITH THE OBJECTIVE OF DEVELOPING A CONSISTENT AND BETTER QUALITY TRAINING OF TEACHERS OF SWIMMING AND WATER SAFETY ACROSS AUSTRALIA AND INTERNATIONALLY..The AUSTSWIM Teacher Licence™ is the industry standard in Australia for swimming and water safety teachers™. AUSTSWIM courses are delivered and recognised in each state and territory of Australia and many countries overseas..In a world first, AUSTSWIM, has been awarded ISO/IEC 17024 status. This international standard has been developed with the objective of achieving and promoting a globally accepted benchmark for organisations operating certification of persons.",
2 Days Free Garba Workshop 2018,Hobbies,32,Shreeji Garba Classes.. presents.2 Days Free Garba Workshop..Dates : 21-22 July Sat-Sun..Venue and Registration details -...About Organizer:.Its all 'fun learning' here..,
Monsoon Mania,Hobbies,32,"It's raining, it's pouring!.The real fun starts with the rain. Come join us to enjoy the story of water cycle, science experiments, art & craft activities and much more at Kaleidoscope...Date : 21st July, Saturday.Time : 4 pm to 6 pm.Age group : 3.5 to 8 years.Enrolment fees : ₹ 700..Enrol soon! Limited seats available ?",
Frosted Painting Workshop,Hobbies,32,"Frosted painting is a technique that uses piping bag and different designed nozzles to paint. Different 3 dimensional icing paint shapes are formed through a piping bag that compose a picture...This workshop organized by pH Designs in collaboration with Versatile Maniacs...Date & Time :.Date : July 21-22 | Ahmedabad.Time : 3pm - 6pm..Workshop Details :.It will be a two day workshop wherein all the materials will be provided to participants and they can take the final artwork...Day 1: Participants will be introduced to materials and will be taught to mix and create the frosting paint paste..Using the same paste they will be further taught to create different 3D designs and shapes..A practice sheet will be given to everyone to form the paint icing before creating the final artwork...Day 2: On day 2 participants compose a picture and using the piping bag and watercolors they create the artwork...Registration fees : INR 3000 including materials..Venue :.pH Designs Studio.2nd floor, Pratharna flats, Nr Vrajbhumi Complex, Induben Khakhravala ni gali, Girish Cold Drinks, C.G. Road, Ahmedabad - 380009..For booking, Call us on +91 8306363530 / 9428110033",
Charcoal for beginners - Wildlife paintings,Hobbies,32,"For more information on the details of works, please visit -...Wild Life  with Charcoal.- CONTENTS -..1) Introduction to basic understanding of fundamentals of drawing.2) Introduction to basic drawing materials viz. different kinds of pencils, papers, erasers, smudging tools & their usage.3) Introduction to Realism – Properties of realism & it’s concept; how to incorporate it in our works.4) Drawing the objects from photos/print outs (not from other drawings, but from mother nature).5) Shading & blending the objects with proper light & dark tones which helps you understand the properties of light on various textures, objects etc..5) Observation of light effects, shading & blending accordingly & instilling some life into the work..7) Eyes.8) Fur textures.9) Ave -Feathered Animal.10) Pachyderms.11) Whiskers.12) Various tolls used.13) Wooden logs.14) Demonstration of Still Life drawing.15) Q & A..Day & Date - Saturday, July 21st.Venue - Bloom and Grow.Fee - Rs 1,900/- per head and offer of Rs 3,500 for both workshops..Register  with bloomandgrow.in..Artist:.Venu Madhavv from Hyderabad. See his fabulous work here -./..About Bloom and Grow:..Bloom & Grow facilitates artist-led art & craft workshops in studios and also, conducts art based corporate workshops across India.",
Antakshari Competition - Ahmedabad Open!,Hobbies,32,..About Organizer:.Play Antakshari online from any corner of the world with your peeps. An ultimate dais for artists.Take this stage of infinite breaks to perform at events../,
Non Fire Cooking Workshop,Hobbies,32,"Non Fire Cooking Workshop is held on 28th July specially for Member & Member Guest ...About Organizer:.Salient Features of Club O7 (Largest standalone club of Ahmedabad having built up area of more than any city club.) Quick and easy access from the city for day to day use, just 10 minutes from Fun Republic Junction off S.P Ring road,South Bopal, Shela...",
Jewellery Making Workshop,Hobbies,32,"On popular demand Neha’s DIY Corner is back with the Jewellery Making Workshop..With the festivities just round the corner, wouldn’t it be great to learn to make Necklaces, Earrings and Bracelets that you can make on your own and flaunt them or even gift them to your loved ones?.Why wait to buy something that goes well with your outfit, when you can make it yourself..So hurry up and enroll yourself for this workshop..Date: 28th July.Timings: 2-5 pm.Venue: C6-61/Orchid Harmony.Applewoods Township.Near Decathlon.Fees: 2000/-.For queries and registrations please call 9825680078",
Soap Making Workshop,Hobbies,32,"Learn and Start Your Own Soap Making Business...In this one day workshop participants will get to learn how to make different kinds of soap with hands-on experience on how to make glycerin herbal (transparent bath soap), scrub soap, loofah soap, charcoal soap and many more...Date & Time :.Date : July 28 | Ahmedabad.Time : 2pm to 5pm..Workshop Details :.Make a natural and organic soap using herbs, essential oil, natural clay and organic items. Eight types of soaps will be taught :.1) Loofah soap.2) Charcoal soap.3) Transparent based aroma soap.4) Traveling soap.5) Neem / Orange / lemon / aloe vera / tulsi soap.6) Natural Scrub.7) Designer soap.8) Natural clay soap..The other topics of the workshop will also include sourcing of materials, Basic packaging and costing...Registration fees : INR 1500 per head including materials..Venue :.pH Designs Studio.2nd floor, Pratharna flats, Nr Vrajbhumi Complex, Induben Khakhravala ni gali, Girish Cold Drinks, C.G. Road, Ahmedabad - 380009..For booking, Call us on +91 8306363530 / 9428110033",
Soft Stone Sculpture Workshop,Hobbies,32,"Soft Stone - in this case, Siporex - is a lightweight concrete material which used for multiple purposes. In our workshop, we're going to teach you how to use the material for sculpture-making...The workshop is open even to beginners who have never done sculpting and are not required to bring in any materials...More Details:.Dates: 28th-29th July.Time: 9 am - 2 pm (Both days).Venue: Uno Lona Skill Studio, 36 Rajpath Rowhouse, 2nd Floor, Opposite Ahmedabad International School, Bodakdev, Ahmedabad 380054...Please call +91 78780 25000 for registrations...Note: We have only 5 slots available for the workshop. Your registration would be confirmed once you pay the fee...A special thank you to our Online Community Partners: Amdavadism",
A Short Course on Basics of Digital Still Photography,Hobbies,32,"A SHORT COURSE ON BASICS OF DIGITAL STILL PHOTOGRAPHY...About Organizer:.Taking an image, freezing a moment, reveals how rich reality. Thing that you see in my pictures is that I was not afraid to fall in love with these people...",
